id,similiar_items
2959497,"[[0.3658324371216205, 3291285], [0.28239054805613922, 3125718], [0.28112286292660138, 3291237], [0.26884406550165035, 3150063], [0.26860797041514889, 3150198], [0.26696795774751991, 3150177], [0.26677874779279087, 3149901], [0.26677874779279087, 3150090], [0.26568910480517133, 2870438], [0.25488952790402547, 3291276], [0.25453261074860822, 3152304], [0.25453261074860822, 3150636], [0.25401252409421926, 3152136], [0.25401252409421926, 3152349], [0.25283719230554347, 3150516], [0.25280963706806031, 3151815], [0.25270671934979366, 3152064], [0.25266928334024802, 3151995]]"
2959512,"[[0.15786486099897409, 3000173], [0.15490509312900769, 3291285], [0.13813851927431159, 3291276], [0.13229014268791861, 3291237], [0.12086447297685825, 2959497], [0.11705539194589754, 3125718], [0.11660286206648994, 3060444], [0.116318487012341, 2875638], [0.11430509133646735, 2875633], [0.10953550049814344, 2874243], [0.10643224131317071, 3150063], [0.10633877401207001, 3150198], [0.10568951205543341, 3150177], [0.10561460603315243, 3149901], [0.10561460603315243, 3150090], [0.10551503603568725, 3167745], [0.10551503603568725, 3167712], [0.10551503603568725, 3167748]]"
2959572,"[[0.1437389221829477, 3291285], [0.11473731846347852, 3291237], [0.11205157351277585, 3291276], [0.11167970864251381, 2959497], [0.10632963922220467, 3125718], [0.099731195356714319, 2870438], [0.098302880662307857, 3150063], [0.098216552451677624, 3150198], [0.097616881526266741, 3150177], [0.097547696872459538, 3149901], [0.097547696872459538, 3150090], [0.096732166316983989, 3007603], [0.096732166316983989, 2869018], [0.096732166316983989, 2899111], [0.096286462102444514, 3152907], [0.096286462102444514, 3154086], [0.095937383560631431, 828079], [0.094872119766394314, 2994175]]"
2959762,"[[1.0000000000000058, 2959762], [0.99293661963456237, 2937747], [0.98956610147364144, 3151275], [0.98890568495025477, 2990200], [0.98890568495025477, 3252070], [0.98890568495025477, 3116571], [0.98890568495025477, 3255943], [0.98890568495025477, 3120021], [0.98890568495025477, 3007693], [0.98890568495025477, 3057077], [0.98563768783318162, 3007543], [0.98563768783318162, 3120066], [0.98563768783318162, 3143601], [0.98563768783318162, 3151284], [0.98563768783318162, 3024728], [0.98563768783318162, 3007708], [0.98542410326853569, 2969365], [0.98541087202996058, 3007653]]"
2959867,"[[0.051794013171702617, 3166377], [0.031933147643088945, 706036], [0.023826679790849657, 3251002], [0.023731420513143954, 3225382], [0.023531691969825248, 2905391], [0.02071250246340867, 3156504], [0.020463018965170405, 3163530], [0.019919947546897139, 3260578], [0.018925711802757456, 353911], [0.018408874557743524, 3195645], [0.017845479857389736, 3319149], [0.017765491753521531, 3060282], [0.017355908566971671, 3163473], [0.017097582981151917, 2924406], [0.016301225784363119, 2959497], [0.016221346726649346, 582991], [0.016194758903972657, 3167283], [0.016194758903972657, 3168147]]"
2959932,"[[0.11809762540569949, 3065417], [0.11160667519088643, 3222970], [0.10262488156806077, 3002263], [0.10052785699964503, 3128811], [0.098740994964879342, 3027018], [0.0970588546244011, 3008553], [0.095754162778505389, 3210802], [0.093385795949021924, 3210826], [0.092718163915828281, 3255682], [0.091018221825687043, 3028438], [0.090382872726792032, 2868348], [0.090058109637144917, 3218227], [0.089488738652142422, 3218182], [0.088220322408260998, 3218209], [0.08562607125842471, 3222067], [0.081721260363451662, 3341853], [0.081301676844654128, 3002133], [0.081104316762902792, 3292050]]"
2959937,"[[0.17906095159390145, 3291285], [0.14597902069316421, 2999390], [0.14344716687351158, 3150063], [0.1433211935840949, 3150198], [0.14244613178807175, 3150177], [0.14234517500518906, 3150090], [0.14234517500518906, 3149901], [0.13979986364962663, 3291237], [0.13662351033096384, 3125718], [0.13379589568247424, 3167781], [0.13379589568247424, 3168189], [0.13370630843937673, 3166014], [0.13370630843937673, 3168057], [0.13369402789734108, 3167745], [0.13369402789734108, 3167283], [0.13369402789734106, 3167712], [0.13369402789734106, 3168174], [0.13369402789734106, 3168147]]"
2960097,"[[0.13202754461439997, 3060444], [0.090919929319693282, 2978295], [0.088497895934433579, 3291276], [0.086175119799609998, 3291285], [0.083600806420705456, 2917226], [0.078268227148890132, 3291237], [0.075717873258376853, 3259612], [0.074956862988302869, 3294834], [0.074490083904310195, 2875638], [0.074364125015850435, 3319230], [0.074006052206234199, 2875633], [0.071042638018867732, 2967420], [0.070807096941462075, 2919646], [0.070372058296446521, 3129786], [0.070040748135783579, 3125718], [0.069589078671489155, 3153522], [0.069470867564897315, 3279811], [0.069110359720100406, 2943612]]"
2960237,"[[0.32845541378474807, 2999625], [0.21686695527153407, 3291285], [0.18688599152895241, 3150063], [0.18672187087316033, 3150198], [0.18558182192717385, 3150177], [0.18545029330320847, 3150090], [0.18545029330320847, 3149901], [0.18159966883175283, 3291276], [0.17888839270547877, 3151701], [0.17845674165910319, 3152304], [0.17845674165910319, 3150636], [0.17809210087908822, 3152349], [0.17809210087908822, 3152136], [0.17726805762286824, 3150516], [0.17724873822060214, 3151815], [0.17717658101997141, 3152064], [0.17715033405591996, 3151995], [0.17713773747174685, 3152037]]"
2960367,"[[0.99999999999999956, 2960367], [0.1433059322965195, 3291285], [0.13840894067691634, 2999390], [0.13267421119967979, 3152304], [0.13267421119967979, 3150636], [0.13240311789488249, 3152136], [0.13240311789488249, 3152349], [0.13179048041200023, 3150516], [0.13177611734321015, 3151815], [0.13172247185138364, 3152064], [0.1317029584655651, 3151995], [0.1316935934964783, 3152037], [0.13129180365495105, 3152277], [0.13112445428521222, 3152031], [0.12840847113459478, 3151779], [0.12669962168262003, 2999650], [0.12214040540817253, 2959937], [0.12111513204519192, 3150063]]"
2960622,"[[0.42997571915784227, 3265864], [0.088641686730722605, 2949117], [0.086363454151140093, 2958657], [0.085603144913735274, 3055332], [0.085507198266422099, 3046118], [0.083893674561389506, 2954587], [0.082646735442702457, 3055082], [0.082334415544040251, 3055387], [0.080419878480237461, 3055147], [0.079360642361226197, 2974685], [0.078313487449793107, 3055377], [0.078225447699765194, 3055432], [0.077746401973381868, 3012863], [0.075132737392488991, 2965710], [0.070636031665598564, 3055067], [0.067829723073402126, 2952142], [0.063870423713114688, 2956732], [0.060267472971855127, 2966980]]"
2961152,"[[0.4181540366847003, 2941577], [0.11566540608521483, 3260539], [0.095742573619703675, 3002453], [0.079697317562504713, 3117777], [0.072851993716064434, 3119370], [0.069855416895907949, 3264424], [0.067521895512608524, 3055147], [0.066057562488612484, 3199176], [0.065322779054195867, 3135774], [0.065138664004695299, 3156159], [0.061611949757252434, 3305727], [0.061563607985783655, 3059810], [0.061003031807475454, 3310914], [0.060317933317332748, 2972400], [0.059402278280603321, 3130200], [0.059120363957895467, 2998510], [0.058877281626005334, 3055387], [0.058876391883905879, 3012173]]"
2961397,"[[0.89696175597528904, 2935077], [0.89696175597528904, 3008843], [0.88561610335306529, 3062225], [0.88561610335306529, 3056999], [0.88561610335306529, 3181422], [0.88561610335306529, 3137247], [0.88391125793910252, 3310104], [0.88391125793910252, 3255844], [0.85835351421413941, 2996800], [0.85835351421413941, 2973240], [0.8571170206360329, 2990310], [0.43002428052463482, 3055147], [0.17454952988747291, 3139149], [0.15764378321820074, 3310095], [0.15764378321820074, 3255838], [0.15421341198432728, 2943332], [0.14814530882627719, 2982060], [0.14814530882627719, 3057725]]"
2961427,"[[0.14989700331486686, 2995995], [0.14857132766193795, 3285093], [0.14857132766193795, 3304575], [0.14857132766193795, 3255769], [0.14664463752329332, 3225436], [0.14663044426689448, 3255775], [0.14663044426689448, 3310056], [0.14663044426689448, 3301650], [0.14624224220830581, 3137994], [0.14620952211287208, 3022133], [0.14620952211287208, 3128937], [0.14620952211287208, 3056921], [0.14620952211287208, 3155604], [0.14620952211287208, 3194790], [0.14620952211287208, 3151671], [0.14620952211287208, 2943302], [0.14620952211287208, 2872208], [0.14620952211287208, 2990425]]"
2961482,"[[0.041484966769546321, 3122622], [0.039110312333603021, 2969130], [0.032223338786228822, 3134373], [0.031291855795172789, 2999390], [0.029936713123729759, 2905301], [0.029649458378537722, 3251680], [0.028584064017500594, 3029418], [0.026231256980608488, 3193350], [0.026004886576996115, 3261985], [0.025342538753071166, 3198699], [0.023831171649150419, 3220966], [0.02312736996241269, 3015983], [0.021933051987232006, 181024], [0.021093453446872548, 3380568], [0.020815920915974898, 193070], [0.020357225144505546, 3111183], [0.020352999992153464, 3120045], [0.020237096512661631, 3024853]]"
2961657,"[[0.34138134828562194, 3231475], [0.057619305412047392, 3015453], [0.037312869563395981, 3119436], [0.033016371474372717, 3044648], [0.032718317263785109, 3015433], [0.028208485353070183, 3335970], [0.026772886109106549, 3119391], [0.026290411237692646, 2960237], [0.025879344992597374, 3128256], [0.02493892304907798, 3336105], [0.023443111393985024, 3165324], [0.023060236749716492, 3118869], [0.022831101524403742, 3119667], [0.022804359421579157, 3003963], [0.02253007459142805, 3064877], [0.022353639783015921, 2915686], [0.021943337448094447, 3065403], [0.021926617131214077, 3119538]]"
2961667,"[[0.072254190428472961, 98731], [0.069848303547553364, 3205023], [0.069459250212098991, 3205053], [0.068571252584263595, 3206532], [0.06634330452121491, 3261097], [0.059106533966131247, 3002978], [0.056905813859597407, 100145], [0.055065598188733508, 3181254], [0.049078065295056962, 3015198], [0.045176027809978453, 3136920], [0.044524371418723771, 849365], [0.042792268435340841, 3308658], [0.042368957826600363, 3059666], [0.042357331106757615, 2980420], [0.041966255209910583, 2979210], [0.041355366217343037, 3111744], [0.041355366217343037, 2995515], [0.041355366217343037, 3111780]]"
2962212,"[[0.171655874849793, 3291285], [0.15389121178825013, 3291276], [0.1464742222423204, 3291237], [0.13074969204809445, 2875638], [0.1284516320637808, 2875633], [0.12441988932822282, 3125718], [0.1222526756385735, 2874243], [0.10991256902039236, 3057467], [0.10959725362453385, 3150063], [0.10950100685402574, 3150198], [0.10888274024987805, 2978295], [0.10883243757039215, 3150177], [0.10875530404186126, 3149901], [0.10875530404186126, 3150090], [0.10856763982899675, 2870438], [0.10780463473480892, 3167748], [0.10780463473480892, 3167745], [0.10780463473480892, 3168174]]"
2962257,"[[0.22618536504615969, 3336177], [0.22292312906476225, 3336150], [0.2223413732903321, 3335958], [0.22221734127230811, 3330669], [0.21797281057826992, 3336159], [0.21135841599545244, 3336093], [0.21063550235541106, 3336111], [0.21058280980157329, 3336117], [0.12850990243327731, 3018793], [0.094114360638731673, 3320388], [0.093080712373998994, 3326478], [0.088420590386979775, 3251410], [0.0791764342777697, 2909671], [0.073085752273737023, 3125718], [0.069710174677095796, 3252349], [0.062039760361822363, 3336069], [0.060498351821391051, 3250240], [0.060488110455532013, 3336105]]"
2962347,"[[0.091552453791648114, 3291285], [0.08170627854700771, 3291276], [0.077093032377949067, 3291237], [0.072886496470402476, 3125718], [0.071110599135016578, 2959497], [0.067423321926424543, 2870438], [0.067284152345519099, 3168174], [0.067284152345519099, 3167748], [0.067284152345519099, 3167745], [0.067284152345519099, 3167712], [0.067284152345519099, 3167283], [0.067284152345519099, 3168147], [0.067233898053868396, 3167613], [0.067162095660909263, 3168045], [0.067137512717851525, 3167787], [0.067137512717851525, 3167682], [0.067137512717851525, 3168024], [0.067122901429614232, 3167553]]"
2962812,"[[0.12276558551848948, 3291276], [0.12153031222622539, 3291285], [0.1149358743811514, 2881368], [0.10972592064945651, 3291237], [0.10679791431063176, 2875633], [0.1057672705145587, 2875638], [0.10511947409994743, 2978295], [0.098235214172003843, 2886701], [0.097212829714308238, 3153522], [0.094776813011642508, 2874243], [0.089496420782250605, 3125718], [0.088771928805498362, 3344049], [0.084431029618499867, 2917226], [0.083904684263091361, 3167283], [0.083904684263091361, 3167745], [0.083904684263091361, 3167748], [0.083904684263091361, 3168147], [0.083904684263091361, 3167712]]"
2962900,"[[0.54862142658146729, 3291168], [0.086968861140893639, 3291285], [0.081480587194147192, 3291276], [0.076222949371835103, 3291237], [0.068925233515502407, 2875638], [0.067734200933030855, 2875633], [0.066144559192768737, 2874243], [0.066027633547060649, 3291222], [0.065793600787456719, 2994530], [0.06528830465799193, 2963855], [0.064256096301975651, 3314904], [0.06342601441209185, 3125718], [0.058416799344461909, 2978295], [0.057908482487478638, 3057467], [0.056265284098957979, 3319230], [0.055830661103836464, 3167745], [0.055830661103836464, 3167712], [0.055830661103836464, 3168147]]"
2963185,"[[0.1040161410213882, 2903616], [0.087592955760658578, 2903316], [0.060342262667904246, 2902541], [0.049744560902971011, 3118869], [0.045277806682119219, 2980455], [0.044262742723376061, 2908016], [0.042572059493024603, 3336105], [0.041789929691327297, 3118338], [0.04159200591315286, 3379773], [0.040596401452845987, 3000173], [0.03885422081681264, 2903876], [0.038369973684962963, 3122568], [0.038343433379642647, 3122106], [0.038197563491041912, 3129963], [0.037632213021766801, 3234923], [0.036807300334434016, 3287505], [0.0366528652705716, 2906681], [0.036392476163605227, 3287502]]"
2963305,"[[0.07707808711753901, 3008113], [0.063788661418936229, 2928316], [0.061006485479534349, 3259105], [0.060933163140164621, 3161550], [0.052161526728171259, 2876388], [0.050771597171447101, 2924986], [0.050771597171447101, 3149205], [0.050771597171447101, 2955827], [0.050771597171447101, 3311022], [0.050771597171447101, 2944657], [0.049830475700400167, 3259114], [0.043353056749346239, 3057171], [0.042567015365643203, 3285099], [0.041836608939239156, 2963695], [0.040938471444333047, 2879528], [0.040918609219177421, 2879628], [0.040914571308718846, 2881073], [0.040910593872218806, 2881088]]"
2963340,"[[0.13501458385441867, 2872298], [0.10991988725600838, 3112554], [0.10755277195094864, 2999365], [0.10556542255086789, 3342627], [0.10471288802018328, 2978295], [0.099501192531671015, 783400], [0.092742723871246754, 3129786], [0.092303343734223386, 3222646], [0.088933275340286388, 3227914], [0.08846810910018528, 3207675], [0.087590839834555997, 3291285], [0.086616078957489726, 3291276], [0.086273900044782553, 3204540], [0.086151999987186353, 2875638], [0.085844485656517713, 2875633], [0.085838925186511372, 3382065], [0.085836218448153243, 3382074], [0.085815787581474817, 3382107]]"
2963545,"[[0.07187163823128985, 2890051], [0.071775775718937465, 2898016], [0.042392561327547588, 3327483], [0.037304379065816587, 3197085], [0.037027017331757756, 3197217], [0.035088104827519617, 2905301], [0.032548163531361286, 3208110], [0.029955596561677816, 325618], [0.027592993682904993, 3385491], [0.027539560384116438, 3110358], [0.027509002042989259, 3155958], [0.025943849329378578, 3208131], [0.025936935042834817, 3208152], [0.024917419496054138, 3137496], [0.024445790759970599, 3154074], [0.023111231074327571, 2996865], [0.022446991669776626, 3306714], [0.022439138544442613, 3306753]]"
2963560,"[[0.13331310796424542, 3295497], [0.096247768778350493, 2963585], [0.067632695432392698, 2967445], [0.065614679027385006, 2963800], [0.056205564162414783, 3307740], [0.054202999036046924, 2963855], [0.0519780283071666, 3206271], [0.048881019185750371, 3298005], [0.04635420331957537, 3008113], [0.041434237423539272, 2963695], [0.04118712453725995, 3294084], [0.037431898355305845, 3295647], [0.037417830603145665, 3294039], [0.036961667484317194, 3149937], [0.035871703666474353, 3314610], [0.035509426043997691, 3298047], [0.03550904761259524, 3298032], [0.034129089417879926, 2930051]]"
2963585,"[[0.096247768778350493, 2963560], [0.064236695736642174, 3007208], [0.035243438185816725, 3314610], [0.033224080224539466, 2967445], [0.032232744029733598, 2963800], [0.028762421697403784, 2907766], [0.027610583325992769, 3307740], [0.023262411728172335, 3256891], [0.023262411728172335, 2928946], [0.023262411728172335, 3257728], [0.023262411728172335, 3182340], [0.023124543115025736, 3297723], [0.022484622986254105, 3310869], [0.022484622986254105, 3056433], [0.022484622986254105, 3160416], [0.022484622986254105, 3227935], [0.022484622986254105, 2940102], [0.022484622986254105, 3321069]]"
2963695,"[[0.19933025617528075, 2963765], [0.055035528778988284, 2967445], [0.053393385149724054, 2963800], [0.052606741019836499, 3294129], [0.050051403852470172, 3008113], [0.045736798219021046, 3307740], [0.043699406553459746, 3293109], [0.042105533604264431, 3293121], [0.041836608939239156, 2963305], [0.041434237423539272, 2963560], [0.032982458744263483, 3295497], [0.031059212695667051, 3293520], [0.029690589047430643, 2872673], [0.029124965581982659, 3307305], [0.025562937769532092, 3029128], [0.024578422950375545, 3207642], [0.024101789535411568, 3030553], [0.024034837370014949, 3197652]]"
2963765,"[[0.19933025617528075, 2963695], [0.03713903890098836, 2967445], [0.036030888630039414, 2963800], [0.033775655035327881, 3008113], [0.030864075733408505, 3307740], [0.028232152599450378, 2963305], [0.02796062452102965, 2963560], [0.025714980101405844, 3236468], [0.022257200857877597, 3295497], [0.022137745874676158, 2870858], [0.019654089889514555, 3307305], [0.017250364651872969, 3029128], [0.016585995016867045, 3207642], [0.016219172957318919, 3197652], [0.015381247140414204, 3137310], [0.013735457773430481, 2963585], [0.01317698833954432, 3122514], [0.012725084187877038, 3387741]]"
2963800,"[[0.13249972022400167, 2967445], [0.097471355309525609, 3197652], [0.074579606543241209, 3318726], [0.072428154142314058, 3307740], [0.065614679027385006, 2963560], [0.065269189466817659, 3318666], [0.062692065119185611, 3295497], [0.053393385149724054, 2963695], [0.041718729970121646, 3298005], [0.04048111081663034, 3029128], [0.039141303454470179, 3122589], [0.038922046915047311, 3207642], [0.036379727192427519, 3128661], [0.036030888630039414, 2963765], [0.032232744029733598, 2963585], [0.030609475335354411, 1722331], [0.027907461782076492, 3307305], [0.027058140833661988, 3334893]]"
2963855,"[[0.2069239413243128, 3206271], [0.10778705271920813, 3008113], [0.09883822747211643, 3291285], [0.080137060745433364, 3291237], [0.079546108242061403, 3291276], [0.072383242037582729, 3125718], [0.071981462040595579, 3328737], [0.071981462040595579, 3293688], [0.071981462040595579, 3109584], [0.071981462040595579, 3109689], [0.071981462040595579, 3209655], [0.071981462040595579, 3209718], [0.071981462040595579, 3293592], [0.071981462040595579, 3185958], [0.071981462040595579, 3300651], [0.071981462040595579, 2884058], [0.071981462040595579, 2885173], [0.071981462040595579, 3221947]]"
2963860,"[[1.000000000000002, 3129789], [1.000000000000002, 3213721], [1.000000000000002, 2901036], [1.000000000000002, 3213799], [1.000000000000002, 3129699], [1.000000000000002, 3168006], [1.000000000000002, 2963860], [1.000000000000002, 3130104], [0.98049237777898435, 3303855], [0.98049237777898435, 3213766], [0.98049237777898435, 2916781], [0.98049237777898435, 2927301], [0.98049237777898435, 3025318], [0.98049237777898435, 2927106], [0.97817340014919041, 3338004], [0.97817340014919041, 3256069], [0.97817340014919041, 3304110], [0.97817340014919041, 3304242]]"
2963880,"[[0.99999999999999933, 3213739], [0.99999999999999933, 3256093], [0.99999999999999933, 2901076], [0.99999999999999933, 2963880], [0.99999999999999933, 2927766], [0.99999999999999933, 3304251], [0.99999999999999933, 2927406], [0.99999999999999933, 3129708], [0.99999999999999933, 3129798], [0.99999999999999933, 3304119], [0.99999999999999933, 3066175], [0.99366513079394403, 2964045], [0.99366513079394403, 3211417], [0.99366513079394403, 3147948], [0.99366513079394403, 2922016], [0.99366513079394403, 2964075], [0.99366513079394403, 2956557], [0.99366513079394403, 3158133]]"
2963905,"[[1.000000000000004, 2963905], [1.000000000000004, 2955952], [1.000000000000004, 3211399], [1.000000000000004, 3158124], [1.000000000000004, 2921971], [1.000000000000004, 2964035], [0.99145590932943306, 3304242], [0.99145590932943306, 3338004], [0.99145590932943306, 3256069], [0.99145590932943306, 3304110], [0.98365085136716879, 3337890], [0.98365085136716879, 3303984], [0.98365085136716879, 3304209], [0.98070632608695263, 3129978], [0.98070632608695263, 3153048], [0.98070632608695263, 3127275], [0.98070632608695263, 3130035], [0.97565221067258268, 3066169]]"
2963985,"[[0.1482362580738813, 2949077], [0.14110211432295375, 3034293], [0.14110211432295375, 3031838], [0.10290857481682769, 3295902], [0.10080318629253536, 3279739], [0.094631653681007386, 3226525], [0.094210823943563948, 3280024], [0.094192300359501394, 3223633], [0.094192300359501394, 3219862], [0.094164984385167655, 3223594], [0.094149878654864835, 3219850], [0.094131868491895601, 3219781], [0.094116778690561745, 3223657], [0.094116778690561745, 3219802], [0.093907469536548174, 3280072], [0.093906111463834332, 3280054], [0.093882288782914755, 3280030], [0.093870069785907131, 3220003]]"
2964010,"[[1.0000000000000007, 3226876], [1.0000000000000007, 3158013], [1.0000000000000007, 2955907], [1.0000000000000007, 2964095], [1.0000000000000007, 2970345], [1.0000000000000007, 3161670], [1.0000000000000007, 2964010], [1.0000000000000007, 3386574], [1.0000000000000007, 3210607], [0.9889341466852386, 2932687], [0.9889341466852386, 2894616], [0.9889341466852386, 2921921], [0.97820751773440306, 3132300], [0.97820751773440306, 3225826], [0.97820751773440306, 3132060], [0.97781680775184765, 3326955], [0.96706190400693381, 2920566], [0.1099496963952465, 3291285]]"
2964015,"[[1.0, 3304215], [1.0, 3147948], [1.0, 3256234], [1.0, 2964075], [1.0, 2964045], [1.0, 2964015], [1.0, 3158133], [1.0, 3211417], [1.0, 2956557], [0.99366513079394403, 3066175], [0.99366513079394403, 2927406], [0.99366513079394403, 3129798], [0.99366513079394403, 3129708], [0.99366513079394403, 2927766], [0.99366513079394403, 3213739], [0.99366513079394403, 2963880], [0.99366513079394403, 3256093], [0.99366513079394403, 3304251]]"
2964035,"[[1.000000000000004, 2963905], [1.000000000000004, 2955952], [1.000000000000004, 3211399], [1.000000000000004, 3158124], [1.000000000000004, 2921971], [1.000000000000004, 2964035], [0.99145590932943306, 3304242], [0.99145590932943306, 3338004], [0.99145590932943306, 3256069], [0.99145590932943306, 3304110], [0.98365085136716879, 3337890], [0.98365085136716879, 3303984], [0.98365085136716879, 3304209], [0.98070632608695263, 3129978], [0.98070632608695263, 3153048], [0.98070632608695263, 3127275], [0.98070632608695263, 3130035], [0.97565221067258268, 3066169]]"
2964045,"[[1.0, 3304215], [1.0, 3147948], [1.0, 3256234], [1.0, 2964075], [1.0, 2964045], [1.0, 2964015], [1.0, 3158133], [1.0, 3211417], [1.0, 2956557], [0.99366513079394403, 3066175], [0.99366513079394403, 2927406], [0.99366513079394403, 3129798], [0.99366513079394403, 3129708], [0.99366513079394403, 2927766], [0.99366513079394403, 3213739], [0.99366513079394403, 2963880], [0.99366513079394403, 3256093], [0.99366513079394403, 3304251]]"
2964060,"[[1.000000000000004, 2963905], [1.000000000000004, 2955952], [1.000000000000004, 3211399], [1.000000000000004, 3158124], [1.000000000000004, 2921971], [1.000000000000004, 2964035], [0.99145590932943306, 3304242], [0.99145590932943306, 3338004], [0.99145590932943306, 3256069], [0.99145590932943306, 3304110], [0.98365085136716879, 3337890], [0.98365085136716879, 3303984], [0.98365085136716879, 3304209], [0.98070632608695263, 3129978], [0.98070632608695263, 3153048], [0.98070632608695263, 3127275], [0.98070632608695263, 3130035], [0.97565221067258268, 3066169]]"
2964075,"[[1.0, 3304215], [1.0, 3147948], [1.0, 3256234], [1.0, 2964075], [1.0, 2964045], [1.0, 2964015], [1.0, 3158133], [1.0, 3211417], [1.0, 2956557], [0.99366513079394403, 3066175], [0.99366513079394403, 2927406], [0.99366513079394403, 3129798], [0.99366513079394403, 3129708], [0.99366513079394403, 2927766], [0.99366513079394403, 3213739], [0.99366513079394403, 2963880], [0.99366513079394403, 3256093], [0.99366513079394403, 3304251]]"
2964085,"[[1.0000000000000009, 3018768], [1.0000000000000009, 2932962], [1.0000000000000009, 3158262], [1.0000000000000009, 2922136], [1.0000000000000009, 2981825], [1.0000000000000009, 3302913], [1.0000000000000009, 3386592], [1.0000000000000009, 3302781], [1.0000000000000009, 3300048], [1.0000000000000009, 3060978], [1.0000000000000009, 2964085], [1.0000000000000009, 3161679], [1.0000000000000009, 3147987], [1.0000000000000009, 2894621], [1.0000000000000009, 3226885], [0.98108555622013471, 2992815], [0.98108555622013471, 3132327], [0.98108555622013471, 3286176]]"
2964095,"[[1.0000000000000007, 3226876], [1.0000000000000007, 3158013], [1.0000000000000007, 2955907], [1.0000000000000007, 2964095], [1.0000000000000007, 2970345], [1.0000000000000007, 3161670], [1.0000000000000007, 2964010], [1.0000000000000007, 3386574], [1.0000000000000007, 3210607], [0.9889341466852386, 2932687], [0.9889341466852386, 2894616], [0.9889341466852386, 2921921], [0.97820751773440306, 3132300], [0.97820751773440306, 3225826], [0.97820751773440306, 3132060], [0.97781680775184765, 3326955], [0.96706190400693381, 2920566], [0.1099496963952465, 3291285]]"
2964160,"[[0.9768503798226279, 3194778], [0.9768503798226279, 3256717], [0.9768503798226279, 3181380], [0.9768503798226279, 3305046], [0.9768503798226279, 3151221], [0.97661359229738587, 3390354], [0.961355265848721, 2900731], [0.95431037958990073, 3301743], [0.74199575412335139, 2952457], [0.72859998864007691, 2910291], [0.72826391383767686, 2910466], [0.72556586940474244, 2910126], [0.72414617904888667, 2879718], [0.72202440641145726, 2910331], [0.71942215594910086, 2910346], [0.71887789503464439, 2914631], [0.71745365910784398, 2911631], [0.71539265590287082, 2910521]]"
2964210,"[[0.09606181241655079, 3335952], [0.072270993546208834, 861723], [0.066290863551741463, 2934932], [0.064547880881506661, 3138918], [0.061628887495416562, 2907971], [0.05599707402232703, 2969570], [0.053671627828297451, 3198993], [0.05299107581406598, 3207774], [0.052252547274587183, 3006393], [0.051659831824331426, 3333429], [0.051500044686822753, 3112527], [0.051078319366065099, 3198930], [0.050488123405052057, 3335709], [0.049349427857915518, 3291285], [0.048719344834988368, 3300153], [0.048540630902310943, 3301263], [0.048353882499128364, 2961152], [0.047991599109619379, 3303489]]"
2964375,"[[0.13405045291946216, 3382065], [0.13404622593849685, 3382074], [0.13401432005284147, 3382107], [0.12233113510147051, 2978295], [0.11975213881187727, 3342627], [0.11271442275406716, 3218737], [0.10862995861936806, 3112554], [0.10814375126715026, 2951447], [0.10179802493981949, 783400], [0.10136309274547947, 3222646], [0.10110254861543971, 2919646], [0.098967427275388486, 3207474], [0.097100517655123203, 3279811], [0.095099524257754378, 3120735], [0.094943382527219303, 3291285], [0.094844427379568746, 3129786], [0.094470469929682971, 2943612], [0.093849616554747675, 3291276]]"
2964405,"[[0.039702417796386794, 2946347], [0.037932712604757855, 3129159], [0.037932712604757855, 3129213], [0.037932712604757855, 3127962], [0.037879187215855932, 3127611], [0.030946559856386332, 3127620], [0.030946559856386332, 3125310], [0.029598619844460862, 3204303], [0.028340390595413548, 3196836], [0.028340390595413548, 3183918], [0.028340390595413548, 3160512], [0.028340390595413548, 3326991], [0.028340390595413548, 3043473], [0.028340390595413548, 3197187], [0.02526042113011754, 3198135], [0.025230256521908891, 2915456], [0.024890690721079575, 3066185], [0.02175358997148838, 3158064]]"
2964575,"[[0.073485088728484582, 3067207], [0.050728053146918126, 3195894], [0.047045840781591325, 2879418], [0.045643381536761084, 2977865], [0.042251511581234968, 3200868], [0.041980709141764008, 3197991], [0.0413454786676766, 2885223], [0.04069932269191822, 3200931], [0.040484696004359916, 3295110], [0.040144888078452914, 3202095], [0.039751693845939906, 3197244], [0.039480635218781569, 3200940], [0.039183238769432069, 3200271], [0.038412110020876522, 2875648], [0.038384269905082501, 3198000], [0.037294618575049468, 2884153], [0.035934859586147498, 2884083], [0.034766329326384272, 3200289]]"
2964915,"[[1.0, 2964915], [0.057426729857991111, 3034213], [0.055402626076745537, 3207600], [0.044199867317896345, 3369669], [0.03831216260758194, 3329046], [0.034543847508829606, 3145479], [0.034064419997346704, 3308967], [0.033791774068552376, 2890931], [0.033503142617779071, 3250930], [0.032835367809199573, 3159318], [0.032503014306704062, 3207246], [0.030359022983569389, 3005958], [0.029691339723453274, 3298413], [0.029161700505158102, 3005728], [0.027143274813144224, 2876413], [0.026964725880399384, 3006503], [0.026178489541551345, 2884098], [0.026142740533726901, 3037098]]"
